location,recordingDate,method,taskLength,transcriber,species,speciesIndividualComment,speciesIndividualNumber,vocalization,abundance,startTime,tagLength,minFreq,maxFreq,internal_tag_id
FENLANDS,2024-06-26 23:42:29,None,10.04,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,7.181,17585,43944,
FENLANDS,2024-06-26 23:42:18,None,10.04,Not Assigned,HighF,Manual ID,1,Call,1,0.1,5.293,22339,51043,
FENLANDS,2024-06-26 23:42:18,None,10.04,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,5.293,22339,51043,
FENLANDS,2024-06-26 23:40:51,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.967,22415,54417,
FENLANDS,2024-06-26 23:40:38,None,4.28,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,4.2752,15824,41622,
FENLANDS,2024-06-26 23:38:54,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.018,15777,43340,
FENLANDS,2024-06-26 23:38:37,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.195,20066,48943,
FENLANDS,2024-06-26 23:38:35,None,2,Not Assigned,LowF,Manual ID,1,Call,1,0.1,1.9968,14486,39130,
FENLANDS,2024-06-26 23:36:47,None,12.03,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.333,17710,42883,
FENLANDS,2024-06-27 00:45:14,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.901,16428,40679,
FENLANDS,2024-06-27 00:44:50,None,6.02,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,5.828,15381,42097,
FENLANDS,2024-06-27 00:44:25,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,15219,39596,
FENLANDS,2024-06-27 00:44:10,None,6.02,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.681,15422,42238,
FENLANDS,2024-06-27 00:42:41,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,15104,39659,
FENLANDS,2024-06-27 00:42:30,None,10.98,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.518,21137,52527,
FENLANDS,2024-06-27 00:42:18,None,6.02,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,4.798,20330,49056,
FENLANDS,2024-06-27 00:41:28,None,10.04,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,4.704,20584,49844,
FENLANDS,2024-06-27 00:41:01,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.688,19695,50552,
FENLANDS,2024-06-27 00:40:43,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,4.105,20556,49374,
FENLANDS,2024-06-27 00:40:15,None,8.01,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,3.9,19598,47040,
FENLANDS,2024-06-27 00:40:00,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.227,20994,51743,
FENLANDS,2024-06-27 00:39:29,None,6.02,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,4.795,15886,42012,
FENLANDS,2024-06-27 00:39:15,None,6.02,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,5.212,15094,39731,
FENLANDS,2024-06-27 00:39:09,None,6.02,Not Assigned,EPTFUS,Manual ID,1,Call,1,0.1,6.016,14827,41477,
FENLANDS,2024-06-27 00:38:54,None,6.02,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,4.878,17375,44854,
FENLANDS,2024-06-27 00:38:19,None,10.04,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,3.321,22571,50184,
FENLANDS,2024-06-27 00:37:46,None,2,Not Assigned,HighF,Manual ID,1,Call,1,0.1,1.9968,16061,38269,
FENLANDS,2024-06-27 00:37:46,None,2,Not Assigned,LowF,Manual ID,1,Call,1,0.1,1.9968,16061,38269,
FENLANDS,2024-06-27 00:36:39,None,12.06,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,4.125,22177,52543,
FENLANDS,2024-06-27 00:36:02,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.919,15475,41819,
FENLANDS,2024-06-27 00:35:45,None,12.03,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.232,15769,43082,
FENLANDS,2024-06-27 00:34:45,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,15580,41447,
FENLANDS,2024-06-27 00:34:19,None,12.03,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,4.507,22720,50409,
FENLANDS,2024-06-27 00:33:19,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.333,20239,48409,
FENLANDS,2024-06-27 00:32:18,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.344,22191,50236,
FENLANDS,2024-06-27 00:31:15,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.422,16727,46580,
FENLANDS,2024-06-27 00:30:57,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.774,20250,50913,
FENLANDS,2024-06-27 00:30:31,None,12.03,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.376,15145,42130,
FENLANDS,2024-06-27 00:30:10,None,8.01,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.324,15508,42450,
FENLANDS,2024-06-27 00:29:45,None,8.01,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.876,15697,44965,
FENLANDS,2024-06-27 00:29:09,None,13.31,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.022,16201,46076,
FENLANDS,2024-06-27 00:26:05,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,15376,40961,
FENLANDS,2024-06-27 00:26:05,None,3.99,Not Assigned,LowF,Manual ID,1,Call,1,0.1,3.9936,15376,40961,
FENLANDS,2024-06-27 00:24:13,None,13.47,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.395,15336,46643,
FENLANDS,2024-06-28 23:14:16,None,15,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,10.582,15813,51896,
FENLANDS,2024-06-28 23:04:06,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,15966,43757,
FENLANDS,2024-06-29 23:59:16,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,16263,44480,
FENLANDS,2024-06-29 23:58:55,None,8.01,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.289,16104,43935,
FENLANDS,2024-06-29 23:58:16,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,16817,47691,
FENLANDS,2024-06-29 23:57:58,None,8.01,Not Assigned,LABOMYLU,Manual ID,1,Call,1,0.1,5.085,21946,52726,
FENLANDS,2024-06-29 23:57:58,None,8.01,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,5.085,21946,52726,
FENLANDS,2024-06-29 23:49:01,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,14993,41331,
FENLANDS,2024-06-29 23:35:29,None,8.01,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,8.0128,15567,46779,
GOLF-COURSE,2024-06-30 22:43:12,None,13,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,7.41,16275,46090,
FENLANDS,2024-06-30 23:01:33,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.261,23328,60813,
FENLANDS,2024-06-30 04:42:40,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.202,23023,60127,
FENLANDS,2024-06-30 04:42:19,None,15,Not Assigned,EPTFUS,Manual ID,1,Call,1,0.1,8.078,18233,54353,
FENLANDS,2024-06-30 04:42:19,None,15,Not Assigned,HighF,Manual ID,1,Call,1,0.1,8.078,18233,54353,
FENLANDS,2024-06-30 04:42:03,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.957,22517,58751,
FENLANDS,2024-06-30 04:41:47,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.501,22323,56441,
FENLANDS,2024-06-30 04:41:31,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.053,21408,54682,
FENLANDS,2024-06-30 04:40:57,None,15,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,9.215,18796,53378,
FENLANDS,2024-06-30 04:40:57,None,15,Not Assigned,HighF,Manual ID,1,Call,1,0.1,9.215,18796,53378,
FENLANDS,2024-06-30 03:51:29,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,14272,39867,
FENLANDS,2024-06-30 01:31:31,None,14.72,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,8.463,18977,49425,
FENLANDS,2024-06-30 01:31:31,None,14.72,Not Assigned,HighF,Manual ID,1,Call,1,0.1,8.463,18977,49425,
FENLANDS,2024-06-30 00:59:45,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.898,19763,48875,
FENLANDS,2024-06-30 00:11:08,None,8.01,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.1,18223,50056,
FENLANDS,2024-06-30 00:11:08,None,8.01,Not Assigned,HighF,Manual ID,1,Call,1,0.1,6.1,18223,50056,
FENLANDS,2024-06-30 00:08:04,None,13.21,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,9.2,16151,46236,
FENLANDS,2024-06-30 00:07:55,None,6.02,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,6.016,14947,40389,
GOLF-COURSE,2024-07-01 23:37:09,None,14.77,Not Assigned,LowF,Manual ID,1,Call,1,0.1,6.222,14246,43018,
GOLF-COURSE,2024-07-01 23:37:09,None,14.77,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.222,14246,43018,
FENLANDS,2024-07-01 23:59:46,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.007,18791,49763,
FENLANDS,2024-07-01 23:59:14,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.217,16897,49503,
FENLANDS,2024-07-01 23:59:01,None,12.72,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.163,16385,46624,
FENLANDS,2024-07-01 23:58:54,None,6.02,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.016,15590,42552,
FENLANDS,2024-07-01 23:58:38,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,10.364,15494,53120,
FENLANDS,2024-07-01 23:58:31,None,6.02,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,6.016,16159,42702,
FENLANDS,2024-07-01 23:58:31,None,6.02,Not Assigned,HighF,Manual ID,1,Call,1,0.1,6.016,16159,42702,
FENLANDS,2024-07-01 23:58:14,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.391,16458,45936,
FENLANDS,2024-07-01 23:58:02,None,10.96,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,10.839,15104,47159,
FENLANDS,2024-07-01 23:57:41,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.133,20902,51365,
FENLANDS,2024-07-01 23:57:26,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.604,22162,53422,
FENLANDS,2024-07-01 23:57:07,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.022,19552,48956,
FENLANDS,2024-07-01 23:55:45,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.817,20034,56206,
FENLANDS,2024-07-01 23:55:28,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.358,21979,53930,
FENLANDS,2024-07-01 23:55:12,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.419,15718,50025,
FENLANDS,2024-07-01 23:54:55,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,10.098,16078,50576,
FENLANDS,2024-07-01 23:54:40,None,11.55,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.127,19225,47702,
FENLANDS,2024-07-01 23:54:18,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.315,17025,49357,
FENLANDS,2024-07-01 23:53:51,None,6.04,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.0416,17210,45545,
FENLANDS,2024-07-01 23:53:31,None,12.34,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.698,15194,43767,
FENLANDS,2024-07-01 23:53:15,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.204,21420,52663,
FENLANDS,2024-07-01 23:52:57,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.823,18896,52954,
FENLANDS,2024-07-01 23:52:16,None,12.54,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.592,16802,49283,
FENLANDS,2024-07-01 23:52:00,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.097,17021,53288,
FENLANDS,2024-07-01 23:51:45,None,12.19,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.216,16090,53525,
FENLANDS,2024-07-01 23:50:53,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.511,19688,54839,
FENLANDS,2024-07-01 23:50:38,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.168,15701,51293,
FENLANDS,2024-07-01 23:50:25,None,9.65,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.448,17696,51381,
FENLANDS,2024-07-01 23:49:37,None,13,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.907,15780,44908,
FENLANDS,2024-07-01 23:49:22,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.058,15784,46352,
FENLANDS,2024-07-01 23:49:05,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.366,17667,57243,
FENLANDS,2024-07-01 23:48:46,None,11.78,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.422,18674,46255,
FENLANDS,2024-07-01 23:48:28,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.333,18922,49992,
FENLANDS,2024-07-01 23:48:14,None,10.34,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.699,15733,45700,
FENLANDS,2024-07-01 23:48:09,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,17461,45865,
FENLANDS,2024-07-01 23:47:51,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.113,20827,50185,
FENLANDS,2024-07-01 23:46:26,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.297,22008,52830,
FENLANDS,2024-07-01 23:45:16,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.284,22300,57319,
FENLANDS,2024-07-01 23:45:00,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.41,22728,55831,
FENLANDS,2024-07-01 23:43:56,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.507,24020,61280,
FENLANDS,2024-07-01 23:42:21,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.174,23312,60846,
FENLANDS,2024-07-01 23:41:03,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.527,24662,63023,
FENLANDS,2024-07-01 23:39:43,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.937,24930,68416,
FENLANDS,2024-07-01 23:39:27,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.191,24503,69271,
FENLANDS,2024-07-01 23:39:11,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.028,24047,60162,
FENLANDS,2024-07-01 23:38:24,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.059,22463,63455,
FENLANDS,2024-07-01 23:38:08,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.352,23021,63031,
FENLANDS,2024-07-01 23:37:53,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.252,24356,66792,
FENLANDS,2024-07-01 23:36:03,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.501,21043,58605,
FENLANDS,2024-07-01 23:35:48,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.646,23159,61521,
FENLANDS,2024-07-01 23:35:32,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.558,22785,61223,
FENLANDS,2024-07-01 23:33:15,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.1,21761,56623,
FENLANDS,2024-07-01 23:32:24,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.336,21297,55246,
FENLANDS,2024-07-01 23:30:41,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.81,22881,59301,
FENLANDS,2024-07-01 23:30:26,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.294,23597,59686,
FENLANDS,2024-07-01 23:29:20,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.162,22604,57111,
FENLANDS,2024-07-01 23:27:56,None,6.02,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.016,20507,50919,
FENLANDS,2024-07-01 23:27:14,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.07,21950,56244,
FENLANDS,2024-07-01 23:24:36,None,6.02,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.46,20115,46842,
FENLANDS,2024-07-01 23:20:35,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.675,16993,50752,
FENLANDS,2024-07-01 23:19:57,None,6.02,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.016,16639,46992,
FENLANDS,2024-07-01 23:19:19,None,6.02,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.016,20843,49016,
FENLANDS,2024-07-01 23:19:00,None,2,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,1.9968,19601,48049,
FENLANDS,2024-07-01 23:19:00,None,2,Not Assigned,40KMYO,Manual ID,1,Call,1,0.1,1.9968,19601,48049,
FENLANDS,2024-07-01 23:18:40,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.497,21694,58072,
FENLANDS,2024-07-01 23:15:07,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.998,22366,60384,
FENLANDS,2024-07-01 23:06:57,None,3.99,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,3.9936,15348,39434,
FENLANDS,2024-07-01 23:06:57,None,3.99,Not Assigned,HighF,Manual ID,1,Call,1,0.1,3.9936,15348,39434,
FENLANDS,2024-07-01 03:30:24,None,8.73,Not Assigned,EPTFUS,Manual ID,1,Call,1,0.1,8.7296,15863,51747,
FENLANDS,2024-07-01 02:44:17,None,12.83,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.733,18952,50196,
FENLANDS,2024-07-01 01:03:02,None,2,Not Assigned,LowF,Manual ID,1,Call,1,0.1,1.9968,15131,37859,
FENLANDS,2024-07-01 00:26:16,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.272,21656,63728,
BANFF-MOBILE,2024-07-01 22:58:17,None,15,Not Assigned,LowF,Manual ID,1,Call,1,0.1,4.447,16035,45690,
BANFF-MOBILE,2024-07-01 22:56:17,None,15,Not Assigned,LowF,Manual ID,1,Call,1,0.1,5.163,19961,51738,
BANFF-MOBILE,2024-07-01 22:56:17,None,15,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,5.163,19961,51738,
BANFF-MOBILE,2024-07-01 22:56:17,None,15,Not Assigned,HighF,Manual ID,1,Call,1,0.1,5.163,19961,51738,
BANFF-MOBILE,2024-07-01 22:56:17,None,15,Not Assigned,EPFULANO,Manual ID,2,Call,1,0.1,5.163,19961,51738,
BANFF-MOBILE,2024-06-30 22:53:42,None,1.84,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,1.8432,14474,42096,
BANFF-MOBILE,2024-06-30 22:53:25,None,7.95,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.628,15128,40453,
BANFF-MOBILE,2024-06-30 22:50:55,None,1.56,Not Assigned,EPTFUS,Manual ID,1,Call,1,0.1,1.560064,16753,54791,
FENLANDS,2024-07-02 23:27:35,None,7.12,Not Assigned,EPTFUS,Manual ID,1,Call,1,0.1,5.17,17533,61455,
FENLANDS,2024-07-02 23:26:02,None,13.88,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.286,15807,53148,
FENLANDS,2024-07-02 23:24:13,None,8.04,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,6.367,16067,48047,
FENLANDS,2024-07-02 22:54:58,None,9.27,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.213,17077,55142,
FENLANDS,2024-07-02 22:51:04,None,10.62,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.442,14603,52378,
FENLANDS,2024-07-02 22:51:01,None,2,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,1.9968,15732,39317,
FENLANDS,2024-07-02 00:18:44,None,6.02,Not Assigned,HighF,Manual ID,1,Call,1,0.1,6.016,14879,46526,
FENLANDS,2024-07-02 00:18:44,None,6.02,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.016,14879,46526,
FENLANDS,2024-07-02 00:13:08,None,6.02,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,6.016,14991,43252,
FENLANDS,2024-07-02 00:02:54,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,8.307,15623,46744,
FENLANDS,2024-07-02 00:01:53,None,4.04,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,4.0448,15924,41900,
FENLANDS,2024-07-02 00:01:18,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,7.716,20900,54350,
FENLANDS,2024-07-02 00:01:07,None,10.29,Not Assigned,LASNOC,Manual ID,1,Call,1,0.1,10.2912,14655,41449,
FENLANDS,2024-07-02 00:00:03,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.542,21980,55489,
FENLANDS,2024-07-03 23:41:35,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,9.058,16361,46792,
FENLANDS,2024-07-03 23:36:04,None,6.02,Not Assigned,LowF,Manual ID,1,Call,1,0.1,6.016,18215,45602,
FENLANDS,2024-07-03 23:36:04,None,6.02,Not Assigned,LowF,Manual ID,2,Call,1,0.1,6.016,18215,45602,
FENLANDS,2024-07-03 23:36:04,None,6.02,Not Assigned,HighF,Manual ID,1,Call,1,0.1,6.016,18215,45602,
FENLANDS,2024-07-03 23:35:35,None,2,Not Assigned,LowF,Manual ID,1,Call,1,0.1,1.9968,16179,40381,
FENLANDS,2024-07-03 23:35:35,None,2,Not Assigned,LowF,Manual ID,2,Call,1,0.1,1.9968,16179,40381,
FENLANDS,2024-07-03 23:34:32,None,3.99,Not Assigned,HighF,Manual ID,1,Call,1,0.1,3.9936,21138,48435,
FENLANDS,2024-07-03 23:34:32,None,3.99,Not Assigned,LowF,Manual ID,1,Call,1,0.1,3.9936,21138,48435,
FENLANDS,2024-07-03 23:34:20,None,2,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,1.9968,15740,42103,
FENLANDS,2024-07-03 23:34:20,None,2,Not Assigned,EPFULANO,Manual ID,2,Call,1,0.1,1.9968,15740,42103,
FENLANDS,2024-07-03 23:34:01,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.942,20501,52587,
FENLANDS,2024-07-03 23:33:21,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,5.78,22155,54441,
FENLANDS,2024-07-03 23:32:34,None,3.99,Not Assigned,EPFULANO,Manual ID,1,Call,1,0.1,3.9936,15247,40274,
FENLANDS,2024-07-03 23:32:34,None,3.99,Not Assigned,LowF,Manual ID,1,Call,1,0.1,3.9936,15247,40274,
FENLANDS,2024-07-03 23:32:17,None,3.99,Not Assigned,LowF,Manual ID,1,Call,1,0.1,3.9936,16066,40223,
FENLANDS,2024-07-03 23:30:28,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.823,19793,50446,
FENLANDS,2024-07-03 23:30:12,None,15,Not Assigned,EPTFUS,AUTO ID,1,Call,1,0.1,6.471,22377,53966,
